******************************************************************
*    One-Year Scenario of Activities - Elderly in the SMAF Profile: P1  *
*    Coded version - 28/03/2015		                                   * 
*    Format : 										   *
*    <starting time> <end time> <action/activity code>		   *
*												   *
*    eHealth Monitoring Open Data Project					   *
*    https://sourceforge.net/projects/ehealthmonitoringproject/     *
17746606 17746835 5
17746898 17747497 7
17747605 17747850 4
17747967 17748439 2
17748502 17749026 13
17749145 17749340 4
17749424 17749934 15
17750054 17751395 1
17751561 17751895 4
17751967 17754128 16
17754188 17754449 4
17754564 17757155 1
17757316 17757514 18
17757608 17758108 7
17758170 17758434 4
17758539 17759287 17
17759362 17759701 34
17759782 17760079 4
17760174 17760611 13
17760687 17761285 7
17761374 17761667 4
17761742 17763109 19
17763178 17771508 24
17771647 17772069 7
17772175 17772533 4
17772648 17773827 17
17773901 17777659 19
17777723 17778082 34
17778165 17778456 4
17778501 17779054 6
17779198 17787805 33
17787953 17793027 19
17793101 17793669 2
17793737 17811538 24
17811658 17811960 7
17812064 17812397 4
17812467 17829359 24
17829571 17829892 4
17829979 17830452 13
17830528 17831381 3
17831448 17831804 5
17831894 17832435 2
17832502 17832814 4
17832916 17833278 7
17833345 17833625 4
17833743 17834073 15
17834170 17835826 1
17835941 17836251 7
17836311 17836499 4
17836609 17837020 13
17837083 17839472 19
17839535 17842118 16
17842283 17842548 34
17842634 17845525 1
17845660 17845841 18
17845954 17846256 34
17846373 17846635 4
17846725 17849089 19
17849164 17857653 24
17857765 17858076 4
17858179 17858623 13
17858694 17858953 4
17859069 17860345 17
17860423 17867036 19
17867109 17867620 13
17867720 17870474 35
17870552 17870787 34
17870870 17871125 4
17871213 17874703 16
17874703 17878303 1
17878392 17878840 2
17878935 17897937 24
17898071 17898415 7
17898519 17914219 24
17914402 17915483 3
17915558 17915758 5
17915867 17916250 13
17916314 17916714 2
17916873 17917106 4
17917214 17917518 7
17917582 17917771 4
17917834 17918329 15
17918448 17919706 1
17919875 17920222 4
17920316 17923292 11
17923379 17925698 10
17925782 17929286 16
17929398 17931768 19
17931829 17932190 7
17932262 17932455 18
17932528 17932717 34
17932823 17933140 4
17933220 17936248 1
17936316 17944974 24
17945108 17945575 7
17945666 17945864 4
17945972 17946633 17
17946694 17950730 19
17950828 17953124 16
17953124 17956724 1
17956868 17957128 34
17957203 17957901 12
17957962 17960672 19
17960782 17961240 2
17961341 17961704 6
17961859 17969232 33
17969305 17969861 2
17969935 17993720 24
17993849 17994153 7
17994264 18005206 24
18005457 18006096 3
18006243 18006602 2
18006685 18006966 4
18007037 18007435 13
18007457 18007960 7
18008038 18008231 4
18008297 18008820 15
18008884 18010228 1
18010300 18010835 7
18010920 18013221 16
18013286 18013751 7
18013816 18014130 4
18014243 18016102 19
18016167 18016320 18
18016416 18017883 19
18018001 18018318 34
18018413 18021302 1
18021440 18021790 34
18021857 18029520 24
18029600 18029918 7
18029997 18030202 4
18030321 18030643 7
18030710 18030937 4
18031014 18031403 13
18031501 18032330 17
18032437 18032738 4
18032810 18037179 19
18037292 18040053 16
18040053 18043653 1
18043826 18044015 34
18044125 18044951 12
18045023 18045269 4
18045386 18045705 7
18045792 18045999 4
18046117 18047929 35
18048000 18048793 17
18048883 18049254 2
18049401 18058291 33
18058360 18058784 2
18058894 18077703 24
18077856 18078380 7
18078488 18078689 4
18078806 18094768 24
18094994 18095211 4
18095323 18096189 3
18096344 18096788 2
18096939 18097229 4
18097308 18097758 13
18097864 18098343 7
18098431 18098721 4
18098820 18099255 15
18099328 18101090 1
18101250 18101761 7
18101880 18102109 4
18102205 18102576 2
18102644 18109668 33
18109729 18112455 16
18112567 18112807 4
18112877 18114323 19
18114412 18117815 1
18117994 18118205 18
18118294 18125554 24
18125629 18128620 19
18128729 18129058 6
18129130 18134563 19
18134653 18137776 16
18137776 18141376 1
18141438 18142019 2
18142122 18169050 24
18169189 18169578 7
18169689 18177029 24
18177272 18177488 4
18177602 18178800 3
18178903 18179122 5
18179215 18179767 7
18179832 18180149 4
18180210 18180621 13
18180721 18181236 2
18181307 18181639 4
18181718 18182180 15
18182254 18183653 1
18183715 18186960 16
18187033 18187623 7
18187728 18188068 4
18188178 18190907 1
18191079 18191225 18
18191291 18191634 34
18191713 18191984 4
18192100 18192396 34
18192476 18193393 17
18193505 18195883 19
18195947 18204730 24
18204825 18205294 13
18205368 18212233 19
18212344 18212650 2
18212720 18213117 7
18213227 18213556 4
18213618 18217218 1
18217361 18217902 7
18218009 18218298 4
18218388 18219297 17
18219384 18219947 6
18220097 18229386 33
18229455 18229795 2
18229867 18252704 24
18252835 18253279 7
18253371 18264823 24
18265060 18265963 3
18266105 18266423 2
18266513 18266723 4
18266807 18267355 13
18267441 18267657 4
18267739 18268117 7
18268207 18268529 4
18268645 18269098 15
18269205 18270556 1
18270643 18272604 16
18272681 18273177 7
18273263 18273451 4
18273555 18276339 1
18276516 18276726 18
18276802 18277151 7
18277216 18277790 13
18277899 18280061 19
18280169 18280442 34
18280556 18282774 19
18282850 18290083 24
18290143 18290408 4
18290514 18290814 13
18290925 18291145 4
18291250 18292409 17
18292478 18298749 19
18298864 18299439 13
18299552 18301628 35
18301747 18302344 7
18302417 18302710 4
18302792 18307662 19
18307770 18308146 2
18308319 18318572 33
18318641 18319021 2
18319113 18335553 24
18335693 18336012 7
18336109 18336311 4
18336406 18355055 24
18355267 18355999 3
18356153 18356718 2
18356784 18357164 7
18357234 18357451 4
18357533 18357954 13
18358016 18358347 4
18358462 18358782 15
18358853 18360622 1
18360686 18362647 16
18362733 18362951 4
18363039 18364994 1
18365169 18365356 34
18365419 18365715 4
18365783 18366105 34
18366211 18367266 17
18367375 18369044 19
18369141 18369483 4
18369602 18370108 13
18370195 18370521 4
18370620 18371830 19
18371890 18372100 4
18372204 18374092 19
18374202 18374399 18
18374475 18382747 24
18382816 18389251 19
18389347 18389735 6
18389861 18397869 33
18397958 18398282 2
18398399 18422980 24
18423105 18423655 7
18423721 18433510 24
18433757 18434738 3
18434799 18435098 5
18435169 18435700 7
18435798 18436131 4
18436247 18436605 13
18436721 18436929 4
18437014 18437361 2
18437437 18437664 4
18437746 18438276 15
18438389 18440035 1
18440210 18440526 4
18440606 18442539 35
18442599 18443165 13
18443236 18445304 16
18445373 18445564 4
18445660 18447676 1
18447676 18447937 4
18448017 18448201 34
18448268 18448674 7
18448783 18449119 4
18449222 18449502 34
18449583 18449843 4
18449957 18450514 13
18450587 18450784 4
18450859 18451033 18
18451144 18451713 7
18451827 18452059 4
18452165 18454379 19
18454453 18463004 24
18463096 18463470 7
18463556 18463898 4
18464010 18464560 13
18464637 18469527 19
18469640 18470039 7
18470136 18470458 4
18470529 18471124 13
18471216 18471460 34
18471527 18471845 4
18471933 18472423 7
18472489 18472797 4
18472914 18476514 1
18476669 18476997 34
18477069 18477742 12
18477851 18484114 19
18484191 18484612 2
18484722 18501665 24
18501825 18502148 7
18502218 18519804 24
18520002 18520698 3
18520777 18521090 5
18521151 18521719 13
18521789 18522299 2
18522471 18522821 4
18522903 18523221 7
18523287 18523605 4
18523671 18524044 15
18524148 18525381 1
18525518 18525969 14
18526078 18528472 10
18528567 18531030 11
18531112 18534106 16
18534190 18534467 4
18534573 18534958 13
18535077 18535416 34
18535516 18536524 17
18536621 18538687 1
18538855 18539036 34
18539096 18539431 4
18539540 18539714 18
18539782 18540116 7
18540194 18548045 24
18548109 18548580 7
18548666 18548995 4
18549060 18549497 13
18549581 18549927 4
18550027 18550472 7
18550553 18550872 4
18550949 18556198 19
18556292 18557397 17
18557490 18558366 12
18558434 18561545 19
18561633 18561903 34
18562016 18565616 1
18565764 18566055 4
18566153 18566504 13
18566586 18567161 7
18567227 18567509 4
18567618 18568133 7
18568213 18568444 4
18568530 18570931 35
18570998 18571495 2
18571578 18599682 24
18599821 18600132 7
18600249 18600525 4
18600623 18607248 24
18607470 18607766 4
18607850 18608392 7
18608502 18609114 3
18609264 18609719 2
18609831 18610157 13
18610270 18610606 4
18610672 18611090 15
18611164 18612760 1
18612935 18613260 4
18613321 18616733 35
18616819 18619291 16
18619394 18619600 4
18619704 18622348 1
18622499 18622633 18
18622750 18622945 34
18623064 18623398 4
18623499 18623861 13
18623979 18626189 19
18626256 18626557 4
18626639 18635022 24
18635084 18636152 17
18636261 18636802 13
18636867 18638485 17
18638551 18641051 19
18641129 18641694 6
18641868 18651411 33
18651497 18651782 4
18651850 18655059 35
18655140 18660962 19
18661048 18661646 2
18661750 18679168 24
18679295 18679893 7
18679983 18680267 4
18680372 18697440 24
18697653 18697838 4
18697899 18698396 13
18698515 18699079 7
18699149 18700221 3
18700285 18700434 5
18700536 18701120 2
18701272 18701503 4
18701600 18702044 15
18702111 18703497 1
18703645 18703951 4
18704067 18710361 33
18710429 18712758 16
18712822 18714259 19
18714349 18714819 13
18714881 18715168 4
18715260 18716423 17
18716537 18716812 34
18716885 18719301 1
18719435 18719626 18
18719700 18728185 24
18728266 18730437 19
18730518 18730960 13
18731065 18733001 35
18733078 18733503 13
18733603 18735577 35
18735687 18740118 19
18740185 18743040 35
18743124 18743709 2
18743877 18752621 33
18752696 18753243 2
18753353 18780537 24
18780762 18781902 3
18781987 18782150 5
18782239 18782708 2
18782820 18783301 7
18783377 18783726 4
18783825 18784425 13
18784509 18784854 4
18784926 18785401 15
18785475 18786920 1
18787088 18790062 19
18790129 18792629 16
18792725 18793156 7
18793248 18793481 4
18793571 18797120 1
18797251 18797407 18
18797513 18797771 34
18797859 18798210 4
18798282 18799836 19
18799919 18807225 24
18807323 18807549 4
18807657 18807993 7
18808094 18808345 4
18808449 18808963 13
18809029 18809354 4
18809423 18810259 17
18810336 18816370 19
18816439 18818742 16
18818742 18822342 1
18822469 18822781 13
18822854 18826078 19
18826162 18829058 35
18829129 18829452 2
18829550 18857722 24
18857885 18858456 7
18858541 18865068 24
18865276 18866204 3
18866353 18866699 7
18866765 18867007 4
18867093 18867631 13
18867713 18868043 4
18868162 18868582 2
18868684 18868970 4
18869086 18869466 15
18869535 18870815 1
18870978 18871313 4
18871399 18872478 17
18872551 18875006 19
18875091 18878525 16
18878644 18880405 19
18880514 18881467 17
18881530 18885088 1
18885245 18885473 34
18885544 18885822 4
18885896 18886272 7
18886345 18886617 4
18886686 18887003 13
18887064 18887293 4
18887399 18888008 17
18888088 18890213 19
18890325 18890865 7
18890962 18891229 4
18891293 18891496 34
18891599 18892799 19
18892900 18893143 4
18893229 18893370 18
18893447 18902318 24
18902407 18905747 19
18905840 18906227 2
18906392 18917112 33
18917189 18917786 2
18917849 18934416 24
18934544 18934980 7
18935057 18952963 24
18953167 18953442 4
18953551 18954145 2
18954221 18954707 7
18954809 18954998 4
18955112 18955473 13
18955536 18955895 4
18955979 18956810 3
18956906 18957031 5
18957134 18957533 15
18957603 18959105 1
18959257 18959457 4
18959571 18960097 13
18960167 18960982 17
18961048 18964624 35
18964710 18966935 16
18967103 18967355 34
18967458 18969298 1
18969298 18969643 4
18969715 18969931 34
18970023 18970205 18
18970298 18970736 13
18970815 18971058 4
18971171 18971570 7
18971677 18972016 4
18972085 18979421 24
18979496 18980091 7
18980195 18980415 4
18980492 18981038 13
18981114 18981322 4
18981419 18982556 17
18982643 18982942 4
18983030 18985223 19
18985326 18988160 16
18988160 18991760 1
18991921 18993991 19
18994084 18994555 2
18994652 18994938 4
18995041 18998102 19
18998200 18998911 12
18999002 18999501 13
18999606 19002726 35
19002806 19003113 2
19003204 19022073 24
19022201 19022620 7
19022702 19038411 24
19038638 19038936 4
19039031 19039505 13
19039581 19039874 4
19039974 19040564 7
19040639 19040844 4
19040923 19041483 2
19041567 19041794 4
19041864 19042545 3
19042640 19042771 5
19042880 19043293 15
19043354 19044743 1
19044912 19045149 4
19045240 19046419 17
19046484 19046869 14
19046965 19047646 17
19047717 19050447 16
19050581 19050886 34
19050973 19053628 1
19053766 19053930 18
19054019 19054611 13
19054681 19057058 19
19057153 19057431 4
19057522 19057804 34
19057896 19058104 4
19058174 19058894 17
19058976 19067464 24
19067548 19067880 4
19067955 19069617 17
19069685 19073847 19
19073939 19074256 34
19074372 19077972 1
19078105 19078317 34
19078432 19079047 12
19079156 19079890 17
19079958 19082134 16
19082134 19082412 4
19082496 19084539 35
19084618 19088996 19
19089064 19089527 2
19089635 19114331 24
19114493 19114842 7
19114921 19115185 4
19115265 19125022 24
19125248 19125471 4
19125541 19126127 2
19126274 19126619 13
19126706 19127158 7
19127264 19127614 4
19127726 19128341 3
19128407 19128600 5
19128669 19129265 15
19129326 19131019 1
19131186 19131423 4
19131488 19134180 11
19134269 19136359 10
19136440 19138574 16
19138638 19138867 4
19138985 19139169 34
19139285 19139582 4
19139647 19139863 18
19139926 19140464 13
19140566 19141150 7
19141242 19141571 4
19141653 19142957 19
19143045 19144901 1
19144988 19153051 24
19153202 19153658 7
19153719 19154050 4
19154124 19154441 7
19154550 19154870 4
19154954 19155327 13
19155418 19155628 4
19155692 19159925 19
19160003 19160755 12
19160833 19162839 19
19162903 19164981 16
19164981 19168581 1
19168703 19169008 34
19169103 19169437 13
19169526 19170112 2
19170200 19170571 6
19170667 19171640 17
19171737 19173940 35
19174008 19174441 2
19174510 19189923 24
19190052 19190460 7
19190560 19190853 4
19190947 19209992 24
19210216 19211143 3
19211257 19211424 5
19211504 19211935 7
19212055 19212308 4
19212425 19212736 13
19212802 19213341 2
19213436 19213656 4
19213759 19214218 15
19214279 19215530 1
19215638 19216118 7
19216223 19216563 4
19216628 19217146 13
19217217 19219193 19
19219296 19219958 17
19220033 19220560 7
19220624 19222623 16
19222731 19223209 7
19223300 19223575 4
19223682 19226741 1
19226895 19227035 18
19227122 19227720 13
19227798 19229206 19
19229302 19229633 4
19229745 19231938 19
19232017 19240652 24
19240824 19241128 7
19241220 19241571 4
19241668 19242109 13
19242192 19248205 19
19248273 19250596 16
19250596 19254196 1
19254332 19254652 13
19254725 19261548 19
19261611 19262048 2
19262143 19280029 24
19280182 19280497 7
19280586 19297754 24
19297973 19298309 4
19298389 19298751 13
19298865 19300044 3
19300117 19300395 5
19300485 19300871 7
19300959 19301252 4
19301356 19301835 2
19302003 19302255 4
19302330 19302889 15
19303005 19304434 1
19304608 19304955 7
19305047 19305319 4
19305412 19306525 17
19306645 19307135 2
19307232 19308430 17
19308519 19314034 33
19314119 19316619 16
19316689 19318439 19
19318546 19319266 17
19319382 19319943 13
19320037 19320377 34
19320481 19320731 4
19320816 19322169 19
19322258 19322512 34
19322588 19324968 1
19324968 19325241 4
19325348 19326975 19
19327046 19327550 7
19327665 19327977 4
19328042 19328650 17
19328728 19329230 7
19329297 19329572 4
19329640 19329833 18
19329900 19338059 24
19338134 19341702 19
19341784 19342438 12
19342549 19342741 4
19342833 19345544 35
19345647 19346175 2
19346273 19346721 6
19346888 19357410 33
19357479 19357973 2
19358042 19384576 24
19384782 19385803 3
19385961 19386469 13
19386523 19386941 7
19387014 19387203 4
19387306 19387819 2
19387890 19388209 4
19388276 19388608 15
19388687 19390462 1
19390616 19390796 4
19390867 19393015 35
19393078 19393460 7
19393550 19395905 16
19395977 19396261 4
19396358 19396587 18
19396697 19396898 34
19397010 19399720 1
19399897 19400147 34
19400224 19400577 4
19400679 19401136 13
19401210 19403336 19
19403456 19404450 17
19404523 19413019 24
19413192 19413554 13
19413645 19414108 7
19414174 19414487 4
19414563 19415095 7
19415163 19417191 19
19417284 19418135 12
19418231 19420159 35
19420244 19426723 19
19426831 19429795 16
19429795 19433395 1
19433467 19433942 2
19434052 19462612 24
19462765 19463352 7
19463428 19469292 24
19469540 19469788 4
19469852 19470405 13
19470485 19471446 3
19471560 19471740 5
19471846 19472442 7
19472556 19472836 4
19472918 19473315 2
19473379 19473648 4
19473745 19474177 15
19474254 19475488 1
19475638 19476210 14
19476311 19478360 35
19478458 19479030 13
19479114 19482411 19
19482474 19484925 16
19485017 19485377 4
19485497 19485971 7
19486045 19486241 18
19486316 19486542 4
19486644 19490086 1
19490086 19490286 4
19490405 19492044 19
19492120 19500270 24
19500440 19500804 7
19500910 19501204 4
19501288 19505826 19
19505910 19506302 2
19506446 19516168 33
19516293 19518747 19
19518833 19521880 35
19521956 19522328 2
19522436 19548266 24
19548403 19548868 7
19548972 19557395 24
19557634 19557972 4
19558039 19559019 3
19559128 19559461 5
19559543 19560005 2
19560120 19560357 4
19560463 19560828 13
19560917 19561149 4
19561218 19561696 7
19561786 19561976 4
19562067 19562572 15
19562651 19564111 1
