*****************************************************************************************************
*    One-Year Scenario of Activities - Elderly with dependency level changes:   					*
*    P1 for months 1-2-3 ; P3 for months 4-5-6 ; P6 for months 7-8-9 and P8/P9 for months 10-11-12	*
*    Coded version - 28/03/2015   	                                   		         					* 
*    Format : 										                 					*
*    <starting time> <end time> <action/activity code>		                 					*
*												                 					*
*    eHealth Monitoring Open Data Project					                 					*
*    https://sourceforge.net/projects/ehealthmonitoringproject/                   					*
16447119 16447422 4
16447494 16448069 13
16448168 16448404 4
16448520 16449043 2
16449154 16449370 4
16449462 16450110 3
16450173 16450349 5
16450425 16450792 15
16450872 16452599 1
16452746 16453016 4
16453112 16453597 7
16453690 16453944 4
16454042 16454562 7
16454650 16454879 4
16454992 16455488 13
16455571 16455909 4
16455981 16461034 19
16461179 16461447 34
16461548 16463645 1
16463645 16463969 4
16464035 16468139 19
16468220 16477954 24
16478020 16485946 19
16486058 16486444 2
16486529 16487064 7
16487125 16487365 4
16487466 16490082 35
16490190 16499166 19
16499273 16499597 13
16499690 16502147 35
16502229 16502553 7
16502553 16512780 19
16512864 16516071 35
16516188 16516707 2
16516814 16519639 35
16519731 16526046 19
16526046 16529646 1
16529729 16530063 2
16530127 16554967 24
16555192 16555465 4
16555576 16555988 7
16556096 16556364 4
16556452 16556766 13
16556830 16557074 4
16557174 16557545 2
16557652 16557901 4
16557986 16558906 3
16558977 16559255 5
16559325 16559830 15
16559925 16561257 1
16561325 16565442 19
16565504 16565764 4
16565843 16566176 13
16566248 16570893 19
16571004 16571197 34
16571274 16571543 4
16571658 16574654 1
16574727 16585430 24
16585514 16594803 19
16594803 16598403 1
16598477 16598891 2
16598979 16616697 24
16616870 16617235 7
16617349 16634602 24
16634833 16635193 4
16635279 16635657 7
16635723 16635919 4
16635999 16636496 13
16636611 16636866 4
16636971 16637402 2
16637469 16637690 4
16637770 16638508 3
16638620 16638919 5
16639009 16639501 15
16639575 16641278 1
16641342 16645974 19
16646117 16646299 34
16646398 16646578 4
16646648 16646982 7
16647089 16647412 4
16647475 16649600 1
16649674 16659545 24
16659629 16664846 19
16664846 16668446 1
16668511 16668890 2
16668955 16695712 24
16695848 16696384 7
16696503 16704342 24
16704528 16705422 3
16705563 16705931 7
16706001 16706313 4
16706395 16706921 2
16707083 16707370 4
16707435 16707873 13
16707975 16708302 4
16708368 16708915 15
16709033 16710524 1
16710689 16711206 14
16711271 16714101 19
16714201 16714573 7
16714684 16715040 4
16715125 16718243 19
16718384 16718580 34
16718656 16719186 13
16719278 16719830 7
16719949 16720280 4
16720388 16722859 1
16723011 16723292 34
16723365 16726858 19
16726924 16736578 24
16736653 16743834 19
16743899 16744225 34
16744291 16747891 1
16748026 16748250 4
16748353 16757947 19
16758012 16758605 2
16758666 16780764 24
16780899 16781220 7
16781311 16793945 24
16794181 16794950 3
16795037 16795363 5
16795455 16795762 13
16795879 16796102 4
16796164 16796503 7
16796597 16796796 4
16796899 16797414 2
16797498 16797696 4
16797772 16798347 15
16798453 16800115 1
16800214 16800734 7
16800805 16801064 4
16801170 16801603 7
16801667 16805345 19
16805463 16805968 7
16806072 16806358 4
16806442 16809164 1
16809164 16809512 4
16809579 16810077 7
16810151 16810436 4
16810509 16810822 34
16810938 16811148 4
16811241 16816598 19
16816665 16827203 24
16827275 16832299 19
16832299 16835899 1
16836072 16836272 4
16836368 16839815 35
16839915 16843558 19
16843644 16844035 2
16844100 16863684 24
16863835 16864314 7
16864388 16879580 24
16879760 16880606 3
16880694 16880922 5
16881041 16881519 13
16881620 16881800 4
16881907 16882483 7
16882554 16882798 4
16882908 16883319 2
16883492 16883748 4
16883810 16884343 15
16884417 16885634 1
16885760 16886000 4
16886083 16892548 33
16892623 16897523 19
16897627 16902932 19
16903050 16903649 13
16903744 16904072 7
16904177 16904388 4
16904459 16907288 1
16907364 16917149 24
16917237 16921621 19
16921700 16922138 2
16922247 16932566 19
16932566 16936166 1
16936250 16936695 2
16936803 16953277 24
16953401 16953725 7
16953804 16954018 4
16954120 16972235 24
16972450 16973248 3
16973362 16973483 5
16973562 16973966 13
16974047 16974320 4
16974390 16974825 2
16974933 16975520 7
16975590 16975895 4
16975964 16976463 15
16976538 16978302 1
16978366 16981585 19
16981693 16981898 4
16981987 16983934 1
16984108 16984351 34
16984413 16984714 4
16984801 16985208 13
16985286 16995096 24
16995156 16995616 7
16995692 17004176 19
17004251 17004569 34
17004631 17008231 1
17008400 17008668 4
17008775 17011755 35
17011839 17012223 7
17012223 17018125 19
17018209 17018541 2
17018611 17039785 24
17039943 17040315 7
17040407 17053484 24
17053731 17054082 4
17054194 17054683 7
17054771 17055953 3
17056052 17056404 5
17056505 17057093 2
17057191 17057498 13
17057617 17057964 4
17058064 17058531 15
17058635 17059980 1
17060114 17060474 13
17060548 17064652 19
17064740 17065041 4
17065131 17068498 1
17068498 17068736 4
17068801 17069150 34
17069234 17069548 7
17069663 17069957 4
17070048 17074638 19
17074728 17085387 24
17085453 17090277 19
17090277 17093877 1
17094006 17094501 7
17094575 17094784 4
17094887 17097388 35
17097456 17105784 19
17105846 17106325 2
17106436 17128032 24
17128179 17128492 7
17128607 17141715 24
17141966 17142642 3
17142732 17142898 5
17143004 17143469 2
17143577 17143900 7
17143973 17144272 4
17144339 17144672 13
17144772 17145195 15
17145312 17146826 1
17146914 17150978 19
17151052 17151368 4
17151464 17154240 1
17154366 17154675 34
17154770 17155106 4
17155193 17155784 7
17155856 17156104 4
17156222 17156501 34
17156620 17156971 4
17157060 17161472 19
17161539 17171345 24
17171421 17178884 19
17178884 17182484 1
17182651 17182866 34
17182985 17183583 13
17183690 17184001 7
17184066 17184354 4
17184435 17186239 35
17186356 17186641 34
17186712 17187129 2
17187248 17210762 24
17210938 17211279 7
17211384 17211704 4
17211784 17222956 24
17223155 17223762 3
17223904 17224248 2
17224312 17224720 7
17224812 17225042 4
17225116 17225457 13
17225555 17225836 4
17225899 17226283 15
17226364 17227796 1
17227900 17228320 7
17228439 17228672 4
17228760 17231368 35
17231475 17232027 13
17232112 17235067 19
17235148 17240102 19
17240192 17240530 4
17240649 17243750 1
17243916 17244113 34
17244177 17253346 24
17253436 17253959 7
17254065 17254395 4
17254474 17255016 13
17255089 17261482 19
17261482 17265082 1
17265250 17265441 4
17265539 17272280 19
17272352 17272556 34
17272633 17272937 4
17273003 17273484 2
17273575 17292401 24
17292525 17293026 7
17293110 17293382 4
17293444 17309103 24
17309294 17310065 3
17310197 17310752 13
17310862 17311140 4
17311238 17311776 2
17311937 17312171 4
17312232 17312812 7
17312887 17313224 4
17313290 17313601 15
17313675 17315004 1
17315155 17315502 4
17315596 17316185 13
17316303 17319274 35
17319379 17319777 7
17319837 17323226 19
17323386 17323605 34
17323709 17324061 4
17324169 17326315 1
17326489 17326792 34
17326892 17327385 13
17327451 17330816 19
17330888 17340273 24
17340359 17340669 7
17340747 17340963 4
17341053 17341552 13
17341619 17344687 19
17344687 17348287 1
17348412 17348686 34
17348796 17349288 7
17349386 17349583 4
17349662 17353509 19
17353582 17353804 34
17353904 17354087 4
17354196 17356260 35
17356346 17358821 19
17358931 17359464 7
17359549 17360051 2
17360151 17379157 24
17379297 17379627 7
17379721 17395367 24
17395564 17395768 4
17395832 17396192 13
17396311 17396811 2
17396875 17397168 4
17397232 17397763 7
17397864 17398183 4
17398297 17399249 3
17399365 17399704 5
17399787 17400250 15
17400334 17401694 1
17401797 17402192 7
17402270 17402518 4
17402584 17405111 19
17405175 17405652 7
17405719 17405930 4
17406006 17408138 19
17408210 17413010 19
17413186 17413449 34
17413516 17415407 1
17415533 17415857 34
17415960 17416436 7
17416540 17416860 4
17416925 17426870 24
17426931 17427280 4
17427399 17427849 13
17427937 17436763 19
17436842 17437248 7
17437332 17437542 4
17437624 17443765 19
17443877 17444236 7
17444336 17444630 4
17444748 17448348 1
17448432 17448780 2
17448889 17468835 24
17469006 17469374 7
17469493 17469745 4
17469852 17484621 24
17484815 17485679 3
17485770 17486034 5
17486096 17486517 13
17486612 17487007 2
17487148 17487652 7
17487755 17488037 4
17488112 17488496 15
17488559 17490229 1
17490399 17490718 4
17490785 17496641 33
17496709 17501006 19
17501071 17501377 4
17501474 17503861 1
17503937 17514321 24
17514393 17518641 19
17518641 17522241 1
17522378 17522624 34
17522741 17522939 4
17523050 17526232 35
17526347 17530939 19
17531047 17531560 7
17531631 17531820 4
17531927 17534208 35
17534286 17534640 2
17534726 17563131 24
17563264 17563806 7
17563867 17564183 4
17564278 17570434 24
17570669 17571333 3
17571492 17572004 2
17572080 17572479 7
17572555 17572840 4
17572953 17573341 13
17573424 17573671 4
17573786 17574316 15
17574436 17575693 1
17575860 17576106 4
17576190 17576503 7
17576581 17576868 4
17576947 17577416 13
17577512 17580740 35
17580801 17584092 19
17584186 17584594 7
17584689 17584908 4
17584987 17585279 34
17585377 17585675 4
17585755 17586070 7
17586187 17586391 4
17586473 17590061 1
17590127 17599883 24
17599994 17600495 7
17600584 17603381 19
17603443 17603683 34
17603749 17604088 4
17604191 17607791 1
17607911 17612493 19
17612609 17615566 35
17615681 17616001 7
17616071 17616361 4
17616462 17619073 35
17619143 17619549 2
17619620 17637046 24
17637223 17637593 7
17637662 17654814 24
17655026 17655374 4
17655493 17655934 7
17656047 17656899 3
17656984 17657151 5
17657232 17657804 13
17657865 17658275 2
17658358 17658573 4
17658680 17659006 15
17659121 17660571 1
17660746 17661011 4
17661080 17663051 35
17663136 17663459 13
17663556 17665967 35
17666052 17671143 19
17671279 17671567 34
17671672 17673873 1
17673873 17674137 4
17674235 17678423 19
17678513 17689107 24
17689172 17691676 19
17691749 17692325 7
17692436 17692706 4
17692776 17695750 35
17695849 17702272 19
17702272 17705872 1
17705935 17706335 2
17706399 17733578 24
17733735 17734187 7
17734301 17734633 4
17734720 17742048 24
17742283 17743398 3
17743485 17743639 5
17743744 17744294 13
17744366 17744676 4
17744759 17745334 2
17745450 17745926 7
17746026 17746250 4
17746328 17746748 15
17746816 17748288 1
17748443 17751717 19
17751785 17755099 19
17755162 17755472 7
17755569 17755871 4
17755984 17756358 13
17756446 17756970 7
17757072 17757351 4
17757429 17760711 1
17760850 17761123 34
17761195 17761502 4
17761615 17761949 34
17762047 17762265 4
17762353 17766975 19
17767048 17776895 24
17776982 17784948 19
17784948 17788548 1
17788693 17788911 4
17788993 17798970 19
17799054 17799475 2
17799537 17826521 24
17826697 17827228 7
17827473 17827671 4
17827735 17828131 2
17828238 17828757 13
17828871 17829074 4
17829192 17829780 7
17829860 17830633 3
17830749 17830952 5
17831038 17831412 15
17831498 17832892 1
17833048 17833344 4
17833445 17833868 7
17833945 17834189 4
17834279 17837093 19
17837194 17837786 13
17837849 17840415 19
17840485 17844637 19
17844768 17844994 34
17845093 17848114 1
17848290 17848544 34
17848615 17848944 4
17849024 17858722 24
17858786 17859221 7
17859300 17859643 4
17859714 17865253 19
17865330 17865910 7
17865970 17866161 4
17866260 17869748 19
17869813 17872043 35
17872162 17876468 19
17876575 17876770 34
17876866 17880466 1
17880554 17880863 2
17880932 17904747 24
17904873 17905338 7
17905413 17916586 24
17916812 17917130 4
17917209 17917638 2
17917814 17918151 13
17918215 17918402 4
17918473 17919010 7
17919092 17919324 4
17919426 17920199 3
17920291 17920599 5
17920703 17921127 15
17921238 17922564 1
17922737 17922949 4
17923019 17923487 7
17923575 17923771 4
17923874 17924392 13
17924487 17924766 4
17924837 17930132 19
17930220 17935612 19
17935731 17936313 13
17936392 17936711 4
17936827 17939456 1
17939530 17949275 24
17949335 17953014 19
17953014 17956614 1
17956770 17957047 34
17957160 17957609 13
17957705 17958237 2
17958343 17961386 35
17961460 17961720 34
17961825 17962134 4
17962229 17965713 35
17965792 17966159 2
17966242 17987252 24
17987404 17987725 7
17987841 18001404 24
18001643 18002453 3
18002516 18002778 5
18002894 18003257 7
18003351 18003605 4
18003677 18004161 13
18004223 18004674 2
18004746 18005072 4
18005158 18005552 15
18005654 18007033 1
18007177 18007517 4
18007588 18008164 14
18008254 18008589 4
18008678 18009143 13
18009223 18012128 19
18012212 18016252 19
18016323 18016625 4
18016694 18017157 13
18017247 18017496 4
18017615 18019775 1
18019943 18020188 34
18020273 18020501 4
18020602 18021161 7
18021226 18021547 4
18021645 18022018 7
18022095 18032464 24
18032540 18034724 19
18034724 18038324 1
18038465 18038761 4
18038835 18048486 19
18048598 18048788 34
18048882 18049215 4
18049323 18054507 19
18054597 18055160 2
18055279 18070984 24
18071135 18071611 7
18071687 18090870 24
18091075 18092106 3
18092193 18092340 5
18092458 18092991 13
18093055 18093431 7
18093527 18093824 4
18093898 18094256 2
18094389 18094720 4
18094835 18095254 15
18095321 18097075 1
18097214 18097681 7
18097751 18097944 4
18098042 18104117 33
18104200 18107363 19
18107537 18107802 34
18107906 18109818 1
18109882 18119163 24
18119236 18121978 19
18122090 18122393 34
18122464 18122745 4
18122845 18133610 19
18133610 18137210 1
18137290 18137843 2
18137939 18156907 24
18157076 18157443 7
18157552 18172803 24
18173051 18173383 4
18173478 18173956 13
18174030 18174435 2
18174501 18174751 4
18174863 18175164 7
18175242 18175509 4
18175594 18176329 3
18176446 18176692 5
18176811 18177369 15
18177458 18178919 1
18179042 18181044 19
18181158 18181488 7
18181569 18181832 4
18181915 18185278 19
18185349 18190106 19
18190194 18190542 4
18190662 18191220 7
18191297 18191485 4
18191585 18192047 13
18192123 18192341 4
18192431 18195498 1
18195582 18205984 24
18206049 18213901 19
18213990 18214350 34
18214458 18214661 4
18214744 18217719 35
18217786 18221834 19
18221834 18225434 1
18225508 18226029 2
18226109 18246668 24
18246805 18247196 7
18247284 18261194 24
18261435 18261795 4
18261862 18262260 13
18262378 18263063 3
18263214 18263633 7
18263717 18263946 4
18264016 18264580 2
18264676 18264881 4
18264962 18265524 15
18265592 18267047 1
18267186 18267367 4
18267480 18270430 19
18270518 18274223 19
18274320 18278266 19
18278358 18278704 4
18278768 18282213 1
18282274 18291733 24
18291802 18294097 19
18294183 18294367 34
18294460 18298060 1
18298231 18308309 19
18308427 18309012 7
18309076 18309370 4
18309447 18309883 7
18309958 18310324 2
18310394 18334669 24
18334843 18335168 7
18335256 18335487 4
18335568 18346365 24
18346579 18347496 3
18347597 18347955 5
18348034 18348393 13
18348506 18348863 4
18348946 18349395 7
18349497 18349814 4
18349889 18350196 2
18350288 18350525 4
18350642 18351157 15
18351265 18352485 1
18352597 18353019 7
18353080 18353308 4
18353383 18355604 19
18355666 18356125 7
18356224 18356462 4
18356547 18360508 19
18360605 18360856 4
18360929 18362762 1
18362927 18363176 34
18363254 18363443 4
18363547 18368816 19
18368888 18378065 24
18378137 18380908 19
18381010 18381608 2
18381691 18383834 35
18383932 18387532 1
18387653 18397118 19
18397183 18397587 2
18397663 18423652 24
18423813 18424405 7
18424477 18424822 4
18424892 18433424 24
18433674 18433876 4
18433948 18434282 2
18434400 18434677 4
18434793 18435166 13
18435209 18435679 7
18435764 18436084 4
18436166 18436989 3
18437054 18437369 5
18437474 18437992 15
18438104 18439739 1
18439879 18440123 4
18440228 18440760 13
18440870 18443689 19
18443777 18447715 19
18447781 18447983 4
18448062 18450649 1
18450820 18451054 34
18451170 18451380 4
18451450 18451799 34
18451878 18452194 13
18452288 18455723 19
18455788 18466366 24
18466446 18472918 19
18473017 18473532 7
18473632 18473828 4
18473928 18477528 1
18477699 18478010 4
18478115 18486324 19
18486397 18486760 2
18486876 18504839 24
18504997 18505312 7
18505407 18521989 24
18522196 18523318 3
18523383 18523686 5
18523777 18524363 2
18524508 18525084 13
18525177 18525370 4
18525456 18526008 7
18526079 18526413 4
18526532 18526977 15
18527062 18528643 1
18528793 18529229 7
18529307 18533234 19
18533322 18533535 4
18533596 18535620 1
18535753 18536016 34
18536098 18536345 4
18536456 18541440 19
18541523 18551971 24
18552057 18555015 19
18555099 18555320 34
18555411 18559011 1
18559134 18559393 34
18559475 18559789 4
18559852 18565482 19
18565598 18565942 2
18566006 18566294 4
18566359 18569574 35
18569664 18570153 2
18570269 18589888 24
18590023 18590409 7
18590517 18605562 24
18605756 18606626 3
18606740 18606976 5
18607080 18607566 2
18607648 18608201 13
18608313 18608579 4
18608646 18609191 7
18609285 18609614 4
18609703 18610256 15
18610332 18612035 1
18612179 18612431 4
18612519 18615787 35
18615863 18620728 19
18620822 18621181 4
18621284 18621755 13
18621826 18622102 34
18622208 18622537 7
18622631 18622855 4
18622952 18623262 34
18623327 18626598 1
18626678 18636803 24
18636971 18637439 7
18637528 18643494 19
18643574 18643938 13
18644000 18644243 4
18644305 18647428 35
18647505 18651105 1
18651248 18651502 4
18651617 18661993 19
18662063 18662513 2
18662577 18678328 24
18678492 18678928 7
18678992 18697513 24
18697706 18698565 3
18698691 18699185 13
18699246 18699501 4
18699588 18699923 2
18700103 18700576 7
18700684 18700929 4
18701013 18701523 15
